,number,name,type1,type2,h,a,b,c,d,s,abi1,abi2,abi3,weight,single,double,generation
737,931_4,イキリンコ(しろ),ノーマル,ひこう,82,96,51,45,51,92,いかく,はりきり,ちからずく,2.4,1,1,9
738,932,コジオ,いわ,,55,55,75,35,35,25,きよめのしお,がんじょう,クリアボディ,16,0,0,9
739,933,ジオヅム,いわ,,60,60,100,35,65,35,きよめのしお,がんじょう,クリアボディ,105,0,0,9
740,934,キョジオーン,いわ,,100,100,130,45,90,35,きよめのしお,がんじょう,クリアボディ,240,4,3,9
741,935,カルボウ,ほのお,,40,50,40,50,40,35,もらいび,,ほのおのからだ,10.5,0,0,9
742,936,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,もらいび,,くだけるよろい,85,2,4,9
743,937,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,もらいび,,くだけるよろい,62,3,2,9
744,938,ズピカ,でんき,,61,31,41,59,35,45,マイペース,せいでんき,しめりけ,0.4,0,0,9
745,939,ハラバリー,でんき,,109,64,91,103,83,45,でんきにかえる,せいでんき,しめりけ,113,2,2,9
746,940,カイデン,でんき,ひこう,40,40,35,55,40,70,ふうりょくでんき,ちくでん,かちき,3.6,0,0,9
747,941,タイカイデン,でんき,ひこう,70,70,60,105,60,125,ふうりょくでんき,ちくでん,かちき,38.6,1,1,9
748,942,オラチフ,あく,,60,78,60,40,51,51,いかく,にげあし,はりこみ,16,0,0,9
749,943,マフィティフ,あく,,80,120,90,60,70,85,いかく,ばんけん,はりこみ,61,1,1,9
750,944,シルシュルー,どく,ノーマル,40,65,35,40,35,75,かるわざ,わるいてぐせ,いたずらごころ,0.7,0,0,9
751,945,タギングル,どく,ノーマル,63,95,65,80,72,110,かるわざ,どくしゅ,いたずらごころ,27.2,1,1,9
752,946,アノクサ,くさ,ゴースト,40,65,30,45,35,60,かぜのり,,すりぬけ,0.6,0,0,9
753,947,アノホラグサ,くさ,ゴースト,55,115,70,80,70,90,かぜのり,,すりぬけ,6,1,3,9
754,948,ノノクラゲ,じめん,くさ,40,40,35,50,100,70,きんしのちから,,,33,0,0,9
755,949,リククラゲ,じめん,くさ,80,70,65,80,120,100,きんしのちから,,,58,1,1,9
756,950,ガケガニ,いわ,,70,100,115,35,55,75,いかりのこうら,シェルアーマー,さいせいりょく,79,1,1,9
757,951,カプサイジ,くさ,,50,62,40,62,40,50,ようりょくそ,ふみん,ぶきよう,3,0,0,9
758,952,スコヴィラン,くさ,ほのお,65,108,65,108,65,75,ようりょくそ,ふみん,ムラっけ,15,1,1,9
759,953,シガロコ,むし,,41,50,60,31,58,30,ふくがん,,だっぴ,1,0,0,9
760,954,ベラカス,むし,エスパー,75,50,85,115,100,45,シンクロ,,テレパシー,3.5,1,1,9
761,955,ヒラヒナ,エスパー,,30,35,30,55,30,75,きけんよち,おみとおし,かそく,1.5,0,0,9
762,956,クエスパトラ,エスパー,,95,60,60,101,60,105,びんじょう,おみとおし,かそく,90,3,2,9
763,957,カヌチャン,フェアリー,はがね,50,45,45,35,64,58,かたやぶり,マイペース,わるいてぐせ,8.9,0,0,9
764,958,ナカヌチャン,フェアリー,はがね,65,55,55,45,82,78,かたやぶり,マイペース,わるいてぐせ,59.1,0,0,9
765,959,デカヌチャン,フェアリー,はがね,85,75,77,70,105,94,かたやぶり,マイペース,わるいてぐせ,112.8,3,2,9
766,960,ウミディグダ,みず,,10,55,25,35,25,95,ぬめぬめ,びびり,すながくれ,1.8,0,0,9
767,961,ウミトリオ,みず,,35,100,50,50,70,120,ぬめぬめ,びびり,すながくれ,5.4,1,1,9
768,962,オトシドリ,ひこう,あく,70,103,85,60,85,82,はとむね,するどいめ,いわはこび,42.9,0,0,9
769,963,ナミイルカ,みず,,70,45,40,45,40,75,みずのベール,,,60.2,0,0,9
770,964_1,イルカマン(ナイーブ),みず,,100,70,72,53,62,100,マイティチェンジ,,,60.2,3,3,9
771,964_2,イルカマン(マイティ),みず,,100,160,97,106,87,100,マイティチェンジ,,,97.4,0,0,9
772,965,ブロロン,はがね,どく,45,70,63,30,45,47,ぼうじん,,スロースタート,35,0,0,9
773,966,ブロロローム,はがね,どく,80,119,90,54,67,90,ぼうじん,,フィルター,120,1,1,9
774,967,モトトカゲ,ドラゴン,ノーマル,70,95,65,85,65,121,だっぴ,,さいせいりょく,63,1,1,9
775,968,ミミズズ,はがね,,70,85,145,60,55,65,どしょく,,すながくれ,310,2,2,9
776,969,キラーメ,いわ,どく,48,35,42,105,60,60,どくげしょう,,ふしょく,8,0,0,9
777,970,キラフロル,いわ,どく,83,55,90,130,81,86,どくげしょう,,ふしょく,45,4,3,9
778,971,ボチ,ゴースト,,50,61,60,30,55,34,ものひろい,,もふもふ,35,0,0,9
779,972,ハカドッグ,ゴースト,,72,101,100,50,97,68,すなかき,,もふもふ,15,2,2,9
780,973,カラミンゴ,ひこう,かくとう,82,115,74,75,64,90,きもったま,ちどりあし,きょうえん,37,1,1,9
781,974,アルクジラ,こおり,,108,68,45,30,40,43,あついしぼう,ゆきがくれ,ちからずく,45,0,0,9
782,975,ハルクジラ,こおり,,170,113,65,45,55,73,あついしぼう,ゆきかき,ちからずく,700,1,1,9
783,976,ミガルーサ,みず,エスパー,90,102,73,78,65,70,かたやぶり,,きれあじ,90,1,1,9
784,977,ヘイラッシャ,みず,,150,100,115,65,65,35,てんねん,どんかん,みずのベール,220,4,4,9
785,978_1,シャリタツ(そったすがた),ドラゴン,みず,68,50,60,120,95,82,しれいとう,,よびみず,8,2,3,9
786,978_2,シャリタツ(たれたすがた),ドラゴン,みず,68,50,60,120,95,82,しれいとう,,よびみず,8,2,3,9
787,978_3,シャリタツ(のびたすがた),ドラゴン,みず,68,50,60,120,95,82,しれいとう,,よびみず,8,2,3,9
788,979,コノヨザル,かくとう,ゴースト,110,115,80,50,90,90,やるき,せいしんりょく,まけんき,56,4,4,9
789,980,ドオー,どく,じめん,130,75,60,45,100,20,どくのトゲ,ちょすい,てんねん,223,3,2,9
790,981,リキキリン,ノーマル,エスパー,120,90,70,110,70,60,はんすう,テイルアーマー,そうしょく,160,2,4,9
791,982,ノココッチ,ノーマル,,125,100,80,85,75,55,てんのめぐみ,にげあし,びびり,39.2,2,2,9
792,983,ドドゲザン,あく,はがね,100,135,120,60,85,50,まけんき,そうだいしょう,プレッシャー,120,4,4,9
793,984,イダイナキバ,じめん,かくとう,115,131,131,53,53,87,こだいかっせい,,,320,3,2,9
794,985,サケブシッポ,フェアリー,エスパー,115,65,99,65,115,111,こだいかっせい,,,8,3,3,9
795,986,アラブルタケ,くさ,あく,111,127,99,79,99,55,こだいかっせい,,,21,2,2,9
796,987,ハバタクカミ,ゴースト,フェアリー,55,55,55,135,135,135,こだいかっせい,,,4,4,4,9
797,988,チヲハウハネ,むし,かくとう,85,135,79,85,105,81,こだいかっせい,,,92,2,2,9
798,989,スナノケガワ,でんき,じめん,85,81,97,121,85,101,こだいかっせい,,,60,2,2,9
799,990,テツノワダチ,じめん,はがね,90,112,120,72,70,106,クォークチャージ,,,240,2,2,9
800,991,テツノツツミ,こおり,みず,56,80,114,124,60,136,クォークチャージ,,,11,4,4,9
801,992,テツノカイナ,かくとう,でんき,154,140,108,50,68,50,クォークチャージ,,,380.7,3,4,9
802,993,テツノコウベ,あく,ひこう,94,80,86,122,80,108,クォークチャージ,,,111,2,2,9
803,994,テツノドクガ,ほのお,どく,80,70,60,140,110,110,クォークチャージ,,,36,4,2,9
804,995,テツノイバラ,いわ,でんき,100,134,110,70,84,72,クォークチャージ,,,303,2,2,9
805,996,セビエ,ドラゴン,こおり,65,75,45,35,45,55,ねつこうかん,,アイスボディ,17,0,0,9
806,997,セゴール,ドラゴン,こおり,90,95,66,45,65,62,ねつこうかん,,アイスボディ,30,0,0,9
807,998,セグレイブ,ドラゴン,こおり,115,145,92,75,86,87,ねつこうかん,,アイスボディ,210,4,4,9
808,999,コレクレー,ゴースト,,45,30,70,75,70,10,びびり,,,0.1,0,0,9
809,1000,サーフゴー,はがね,ゴースト,87,60,95,133,91,84,おうごんのからだ,,,30,4,4,9
810,1001,チオンジェン,あく,くさ,85,85,100,95,135,70,わざわいのおふだ,,,74.2,3,3,9
811,1002,パオジアン,あく,こおり,80,120,80,90,65,135,わざわいのつるぎ,,,152.2,4,4,9
812,1003,ディンルー,あく,じめん,155,110,125,55,80,45,わざわいのうつわ,,,699.7,4,3,9
813,1004,イーユイ,あく,ほのお,55,80,80,135,120,100,わざわいのたま,,,4.9,4,4,9
814,1005,トドロクツキ,ドラゴン,あく,105,139,71,55,101,119,こだいかっせい,,,380,4,4,9
815,1006,テツノブジン,フェアリー,かくとう,74,130,90,120,60,116,クォークチャージ,,,35,4,2,9
816,1007,コライドン,かくとう,ドラゴン,100,135,115,85,100,135,ひひいろのこどう,,,303,0,0,9
817,1008,ミライドン,でんき,ドラゴン,100,85,100,135,115,135,ハドロンエンジン,,,240,0,0,9
818,1009,ウネルミナモ,みず,ドラゴン,99,83,91,125,83,109,こだいかっせい,,,280,0,0,9
819,1010,テツノイサハ,くさ,エスパー,90,130,88,70,108,104,クォークチャージ,,,125,0,0,9
820,1011,カミッチュ,くさ,ドラゴン,80,80,110,95,80,40,かんろなミツ,くいしんぼう,ねんちゃく,4.4,1,1,9
821,1012,チャデス,くさ,ゴースト,40,45,45,74,54,50,おもてなし,,たいねつ,1.1,0,0,9
822,1013,ヤバソチャ,くさ,ゴースト,71,60,106,121,80,70,おもてなし,,たいねつ,2.2,4,4,9
823,1014,イイネイヌ,どく,かくとう,88,128,115,58,86,80,どくのくさり,,ばんけん,92,3,4,9
824,1015,マシマシラ,どく,エスパー,88,75,66,130,90,106,どくのくさり,,おみとおし,12.2,2,3,9
825,1016,キチキギス,どく,フェアリー,88,91,82,70,125,99,どくのくさり,,テクニシャン,30.1,3,4,9
826,1017_1,オーガポン(みどりのめん),くさ,,80,120,84,60,96,110,まけんき,,,39.8,4,4,9
827,1017_2,オーガポン(いどのめん),くさ,みず,80,120,84,60,96,110,ちょすい,,,39.8,4,4,9
828,1017_3,オーガポン(かまどのめん),くさ,ほのお,80,120,84,60,96,110,かたやぶり,,,39.8,4,4,9
829,1017_4,オーガポン(いしずえのめん),くさ,いわ,80,120,84,60,96,110,がんじょう,,,39.8,4,4,9
830,1018,ブリジュラス,はがね,ドラゴン,90,105,130,125,65,85,じきゅうりょく,がんじょう,すじがねいり,60,0,0,9
831,1019,カミツオロチ,くさ,ドラゴン,106,80,110,120,80,44,かんろなミツ,さいせいりょく,ねんちゃく,93,0,0,9
832,1020,ウガツホムラ,ほのお,ドラゴン,105,115,121,65,93,91,こだいかっせい,,,590,0,0,9
833,1021,タケルライコ,でんき,ドラゴン,125,73,91,137,89,75,こだいかっせい,,,480,0,0,9
834,1022,テツノイワオ,いわ,エスパー,90,120,80,68,108,124,クォークチャージ,,,162.5,0,0,9
835,1023,テツノカシラ,はがね,エスパー,90,72,100,122,108,98,クォークチャージ,,,156,0,0,9
836,1024_1,テラパゴス(ノーマル),ノーマル,,90,65,85,65,85,60,テラスチェンジ,,,6.5,0,0,9
837,1024_2,テラパゴス(テラスタル),ノーマル,,95,95,110,105,110,85,テラスシェル,,,16,0,0,9
838,1024_3,テラパゴス(ステラ),ノーマル,,160,105,110,130,110,85,ゼロフォーミング,,,77,0,0,9
